Leeftijd,Gewicht,Brandstof,Aantal zitplaatsen,Aantal wielen,Aantal deuren,Voertuigsoort
14,1365,Benzine,4,4,2,Personenauto
6,839,Benzine,5,4,5,Personenauto
16,1020,Geen,0,2,0,Aanhangwagen
5,1025,Benzine,5,4,4,Personenauto
16,1370,Geen,0,2,0,Aanhangwagen
14,505,Geen,0,2,0,Aanhangwagen
8,265,Benzine,2,2,0,Motorfiets
15,280,Benzine,2,2,0,Motorfiets
5,223,Benzine,2,2,0,Motorfiets
7,1259,Benzine,5,4,4,Personenauto
17,225,Benzine,2,2,0,Motorfiets
13,955,Benzine,5,4,4,Personenauto
2,12455,Diesel,39,6,4,Bus
17,303,Benzine,2,2,0,Motorfiets
22,450,Geen,0,2,0,Aanhangwagen
3,1057,Benzine,5,4,4,Personenauto
13,307,Benzine,2,2,0,Motorfiets
15,234,Benzine,2,2,0,Motorfiets
12,377,Benzine,2,2,0,Motorfiets
12,10835,Diesel,47,4,2,Bus
3,188,Benzine,2,2,0,Motorfiets
7,193,Benzine,2,2,0,Motorfiets
47,520,Geen,0,2,0,Aanhangwagen
44,678,Geen,0,2,0,Aanhangwagen
14,16080,Diesel,61,6,2,Bus
9,1283,Diesel,5,4,4,Personenauto
17,1358,Benzine,5,4,4,Personenauto
8,12456,Diesel,60,4,4,Bus
1,14326,Diesel,61,6,2,Bus
6,228,Benzine,2,2,0,Motorfiets
20,950,Geen,0,2,0,Aanhangwagen
16,915,Benzine,5,4,4,Personenauto
13,1515,Diesel,5,4,4,Personenauto
4,225,Benzine,2,2,0,Motorfiets
2,180,Benzine,2,2,0,Motorfiets
21,906,Benzine,5,4,2,Personenauto
2,14856,Diesel,64,6,6,Bus
11,13500,Diesel,58,4,2,Bus
7,1267,Benzine,5,4,4,Personenauto
22,11580,Diesel,38,4,4,Bus
18,680,Geen,0,2,0,Aanhangwagen
12,15550,Diesel,58,6,4,Bus
3,3650,Diesel,24,4,4,Bus
13,1295,Benzine,5,4,4,Personenauto
4,11586,Diesel,27,4,5,Bus
9,8945,Diesel,38,4,6,Bus
2,12455,Elektriciteit,39,6,4,Bus
16,880,Geen,0,2,0,Aanhangwagen
4,1180,Benzine,5,4,4,Personenauto
12,242,Benzine,2,2,0,Motorfiets
9,1400,Benzine,5,4,4,Personenauto
1,13870,Elektriciteit,33,6,5,Bus
1,13650,Elektriciteit,44,6,4,Bus
5,15491,Diesel,63,6,3,Bus
7,18995,Diesel,91,6,3,Bus
33,727,Geen,0,2,0,Aanhangwagen
29,875,Geen,0,2,0,Aanhangwagen
6,12775,Diesel,61,4,2,Bus
11,1250,Benzine,5,4,4,Personenauto
9,1250,Geen,0,2,0,Aanhangwagen
10,780,Benzine,4,4,4,Personenauto
4,20515,Elektriciteit,50,10,3,Bus
12,115,Benzine,1,2,0,Motorfiets
4,203,Benzine,2,2,0,Motorfiets
17,365,Geen,0,2,0,Aanhangwagen
0,1520,Benzine,7,4,4,Personenauto
19,186,Benzine,2,2,0,Motorfiets
5,13289,Diesel,51,4,2,Bus
36,722,Geen,0,2,0,Aanhangwagen
4,228,Benzine,2,2,0,Motorfiets
11,420,Geen,0,2,0,Aanhangwagen
4,1065,Diesel,5,4,4,Personenauto
5,256,Benzine,2,2,0,Motorfiets
8,109,Benzine,1,2,0,Motorfiets
0,192,Benzine,2,2,0,Motorfiets
14,850,Geen,0,2,0,Aanhangwagen
8,840,Benzine,4,4,2,Personenauto
11,775,Benzine,4,4,2,Personenauto
13,470,Geen,0,2,0,Aanhangwagen
11,16066,Diesel,54,6,6,Bus
1,13100,Elektriciteit,43,6,3,Bus
12,152,Benzine,2,2,0,Motorfiets
27,250,Benzine,2,2,0,Motorfiets
12,197,Benzine,2,2,0,Motorfiets
21,1401,Benzine,4,4,2,Personenauto
18,420,Geen,0,2,0,Aanhangwagen
5,1340,Diesel,7,4,4,Personenauto
11,15866,Diesel,64,6,4,Bus
13,775,Benzine,4,4,2,Personenauto
8,908,Benzine,4,4,4,Personenauto
9,1050,Diesel,5,4,4,Personenauto
18,1370,Geen,0,2,0,Aanhangwagen
2,2345,Elektriciteit,5,4,4,Personenauto
27,574,Geen,0,2,0,Aanhangwagen
32,541,Geen,0,2,0,Aanhangwagen
7,12356,Diesel,48,4,2,Bus
2,1455,Benzine,5,4,4,Personenauto
14,300,Geen,0,2,0,Aanhangwagen
20,530,Geen,0,2,0,Aanhangwagen
13,200,Benzine,2,2,0,Motorfiets
9,246,Benzine,2,2,0,Motorfiets
11,839,Benzine,4,4,2,Personenauto
18,1365,Benzine,4,4,2,Personenauto
4,13665,Diesel,57,6,2,Bus
15,1125,Geen,0,2,0,Aanhangwagen
15,1304,Benzine,4,4,2,Personenauto
10,1000,Geen,0,2,0,Aanhangwagen
13,203,Benzine,2,2,0,Motorfiets
5,2085,Diesel,5,4,4,Personenauto
14,218,Benzine,2,2,0,Motorfiets
22,410,Geen,0,2,0,Aanhangwagen
4,20515,Elektriciteit,50,10,3,Bus
12,730,Geen,0,2,0,Aanhangwagen
2,15271,Diesel,64,6,3,Bus
10,480,Geen,0,2,0,Aanhangwagen
1,121,Benzine,2,2,0,Motorfiets
11,1434,Benzine,5,4,4,Personenauto
47,670,Geen,0,2,0,Aanhangwagen
5,9150,Diesel,39,6,3,Bus
4,13400,Elektriciteit,41,6,2,Bus
9,890,Geen,0,2,0,Aanhangwagen
12,274,Benzine,2,2,0,Motorfiets
11,954,Benzine,5,4,4,Personenauto
27,580,Geen,0,2,0,Aanhangwagen
14,430,Geen,0,2,0,Aanhangwagen
19,960,Geen,0,2,0,Aanhangwagen
16,232,Benzine,2,2,0,Motorfiets
2,1217,Benzine,5,4,2,Personenauto
17,1007,Benzine,5,4,2,Personenauto
13,208,Benzine,2,2,0,Motorfiets
10,1280,Benzine,5,4,4,Personenauto
17,590,Geen,0,2,0,Aanhangwagen
18,4150,Geen,0,2,0,Aanhangwagen
30,613,Geen,0,2,0,Aanhangwagen
4,13665,Diesel,55,6,2,Bus
15,1063,Benzine,5,4,4,Personenauto
0,135,Benzine,2,2,0,Motorfiets
2,130,Benzine,2,2,0,Motorfiets
4,228,Benzine,2,2,0,Motorfiets
12,12185,CNG,37,4,5,Bus
6,840,Benzine,4,4,5,Personenauto
11,230,Benzine,2,2,0,Motorfiets
16,796,Geen,0,2,0,Aanhangwagen
3,207,Benzine,2,2,0,Motorfiets
15,1220,Geen,0,2,0,Aanhangwagen
3,12525,CNG,42,6,2,Bus
21,1210,Benzine,5,4,4,Personenauto
17,815,Benzine,4,4,4,Personenauto
14,900,Benzine,5,4,4,Personenauto
5,11710,Diesel,44,4,2,Bus
13,915,Benzine,5,4,4,Personenauto
1,13650,Elektriciteit,44,6,4,Bus
1,15858,Diesel,63,8,2,Bus
11,8820,Diesel,38,4,3,Bus
1,21285,Elektriciteit,45,10,6,Bus
13,17060,Diesel,52,6,4,Bus
11,1075,Benzine,5,4,4,Personenauto
16,1135,Benzine,5,4,4,Personenauto
39,484,Geen,0,2,0,Aanhangwagen
15,100,Benzine,1,2,0,Motorfiets
0,1525,Benzine,5,4,5,Personenauto
13,11077,Diesel,29,4,2,Bus
3,11450,Diesel,44,6,2,Bus
20,7090,Geen,0,2,0,Aanhangwagen
2,168,Benzine,2,2,0,Motorfiets
2,10791,Elektriciteit,37,6,3,Bus
9,18913,Diesel,67,6,2,Bus
16,8815,Diesel,41,4,3,Bus
7,16450,Diesel,59,8,2,Bus
14,700,Geen,0,2,0,Aanhangwagen
6,16081,Diesel,64,8,2,Bus
2,1440,Benzine,5,4,5,Personenauto
42,724,Geen,0,2,0,Aanhangwagen
7,13295,Diesel,51,4,2,Bus
23,1080,Geen,0,2,0,Aanhangwagen
6,1045,Benzine,5,4,2,Personenauto
7,291,Benzine,2,2,0,Motorfiets
13,1275,Benzine,5,4,4,Personenauto
16,225,Benzine,2,2,0,Motorfiets
11,839,Benzine,5,4,4,Personenauto
7,840,Benzine,4,4,2,Personenauto
25,950,Geen,0,2,0,Aanhangwagen
0,217,Benzine,2,2,0,Motorfiets
16,921,Benzine,5,4,2,Personenauto
0,13375,Diesel,55,6,2,Bus
25,820,Geen,0,2,0,Aanhangwagen
8,1685,Benzine,5,4,4,Personenauto
5,18510,Diesel,91,8,2,Bus
5,180,Benzine,2,2,0,Motorfiets
16,203,Benzine,2,2,0,Motorfiets
11,2170,Benzine,7,4,4,Personenauto
30,700,Geen,0,6,0,Aanhangwagen
16,456,Geen,0,2,0,Aanhangwagen
24,420,Geen,0,2,0,Aanhangwagen
16,1247,Benzine,5,4,4,Personenauto
3,9200,Diesel,43,6,2,Bus
15,800,Geen,0,2,0,Aanhangwagen
3,210,Benzine,2,2,0,Motorfiets
1,13100,Elektriciteit,44,6,3,Bus
19,510,Geen,0,2,0,Aanhangwagen
9,840,Benzine,4,4,2,Personenauto
7,13255,Diesel,51,4,4,Bus
6,1310,Elektriciteit,5,4,4,Personenauto
36,3170,Geen,0,2,0,Aanhangwagen
16,1215,Benzine,5,4,4,Personenauto
13,289,Benzine,2,2,0,Motorfiets
9,227,Benzine,2,2,0,Motorfiets
9,9000,Diesel,41,4,2,Bus
10,305,Benzine,2,2,0,Motorfiets
14,116,Benzine,2,2,0,Motorfiets
4,256,Benzine,2,2,0,Motorfiets
0,1539,Elektriciteit,5,4,5,Personenauto
3,12980,Diesel,51,6,2,Bus
16,435,Geen,0,2,0,Aanhangwagen
10,1060,Diesel,5,4,4,Personenauto
18,170,Benzine,2,2,0,Motorfiets
5,3063,Diesel,18,4,3,Bus
18,740,Geen,0,2,0,Aanhangwagen
23,1560,Geen,0,2,0,Aanhangwagen
27,10700,Diesel,38,4,2,Bus
8,832,Benzine,4,4,2,Personenauto
30,719,Geen,0,2,0,Aanhangwagen
17,895,Geen,0,2,0,Aanhangwagen
11,13475,Diesel,46,4,4,Bus
14,1160,Geen,0,4,0,Aanhangwagen
20,490,Geen,0,2,0,Aanhangwagen
4,1180,Benzine,5,4,5,Personenauto
6,1535,Benzine,5,4,4,Personenauto
5,9150,Diesel,39,6,4,Bus
6,196,Benzine,2,2,0,Motorfiets
15,1180,Benzine,5,4,4,Personenauto
22,520,Geen,0,2,0,Aanhangwagen
9,8945,Diesel,41,4,2,Bus
16,220,Benzine,2,2,0,Motorfiets
24,401,Geen,0,2,0,Aanhangwagen
8,188,Benzine,2,2,0,Motorfiets
25,275,Geen,0,2,0,Aanhangwagen
6,18270,Elektriciteit,45,6,2,Bus
11,740,Geen,0,2,0,Aanhangwagen
15,1017,Benzine,5,4,2,Personenauto
3,1343,Benzine,5,4,5,Personenauto
1,13650,Elektriciteit,44,6,4,Bus
10,690,Geen,0,4,0,Aanhangwagen
16,205,Benzine,2,2,0,Motorfiets
7,840,Benzine,4,4,2,Personenauto
30,738,Geen,0,2,0,Aanhangwagen
2,119,Benzine,2,2,0,Motorfiets
10,242,Benzine,2,2,0,Motorfiets
15,243,Benzine,2,2,0,Motorfiets
5,11280,Diesel,41,6,4,Bus
14,445,Geen,0,2,0,Aanhangwagen
0,2024,Elektriciteit,5,4,5,Personenauto
16,960,Geen,0,2,0,Aanhangwagen
6,125,Benzine,2,2,0,Motorfiets
9,16890,Diesel,71,6,2,Bus
9,14545,Diesel,53,6,3,Bus
40,476,Geen,0,2,0,Aanhangwagen
3,299,Benzine,2,2,0,Motorfiets
10,1205,Benzine,5,4,4,Personenauto
16,1375,Benzine,5,4,4,Personenauto
20,1218,Benzine,5,4,4,Personenauto
17,785,Benzine,4,4,4,Personenauto
2,11980,Elektriciteit,36,6,2,Bus
10,12970,Diesel,44,4,2,Bus
42,444,Geen,0,2,0,Aanhangwagen
3,209,Benzine,2,2,0,Motorfiets
0,217,Benzine,2,2,0,Motorfiets
22,3015,Diesel,4,4,3,Personenauto
7,205,Benzine,2,2,0,Motorfiets
25,205,Benzine,2,2,0,Motorfiets
6,1292,Diesel,5,4,5,Personenauto
24,360,Geen,0,2,0,Aanhangwagen
19,590,Geen,0,2,0,Aanhangwagen
16,536,Geen,0,2,0,Aanhangwagen
12,1030,Geen,0,2,0,Aanhangwagen
9,1295,Benzine,5,4,5,Personenauto
12,835,Benzine,4,4,4,Personenauto
14,1625,Diesel,4,4,2,Personenauto
9,468,Geen,0,4,0,Aanhangwagen
5,11280,Diesel,41,6,2,Bus
15,859,Benzine,4,4,4,Personenauto
28,760,Geen,0,2,0,Aanhangwagen
10,151,Benzine,2,2,0,Motorfiets
2,10295,Elektriciteit,29,6,3,Bus
14,152,Benzine,2,2,0,Motorfiets
15,965,Benzine,5,4,4,Personenauto
13,1385,Benzine,5,4,4,Personenauto
8,16306,Diesel,42,6,2,Bus
5,16220,Diesel,63,8,2,Bus
25,1060,Geen,0,2,0,Aanhangwagen
14,650,Geen,0,2,0,Aanhangwagen
12,588,Geen,0,2,0,Aanhangwagen
2,261,Benzine,2,2,0,Motorfiets
14,153,Benzine,2,2,0,Motorfiets
19,1035,Geen,0,2,0,Aanhangwagen
0,155,Benzine,2,2,0,Motorfiets
2,1465,Benzine,5,4,4,Personenauto
15,271,Benzine,2,2,0,Motorfiets
13,780,Benzine,4,4,4,Personenauto
24,455,Geen,0,2,0,Aanhangwagen
1,205,Benzine,2,2,0,Motorfiets
7,9250,Diesel,41,4,3,Bus
4,3959,Elektriciteit,17,6,2,Bus
0,1390,Benzine,5,4,5,Personenauto
33,440,Geen,0,2,0,Aanhangwagen
5,839,Benzine,5,4,5,Personenauto
10,1117,Benzine,5,4,4,Personenauto
13,16693,CNG,46,6,2,Bus
3,1382,Diesel,5,4,5,Personenauto
12,780,Benzine,4,4,4,Personenauto
3,20495,Elektriciteit,50,10,4,Bus
13,12500,Diesel,54,4,6,Bus
12,740,Geen,0,2,0,Aanhangwagen
2,3677,Diesel,21,4,2,Bus
46,890,Geen,0,2,0,Aanhangwagen
1,13340,Elektriciteit,35,6,2,Bus
7,12353,Diesel,46,4,4,Bus
7,1060,Benzine,5,4,4,Personenauto
15,8783,Diesel,9,4,3,Bus
12,1165,Benzine,5,4,4,Personenauto
16,480,Geen,0,2,0,Aanhangwagen
16,583,Geen,0,2,0,Aanhangwagen
11,970,Benzine,5,4,4,Personenauto
30,530,Geen,0,2,0,Aanhangwagen
10,274,Benzine,2,2,0,Motorfiets
3,1222,Benzine,5,4,4,Personenauto
1,13650,Elektriciteit,44,6,4,Bus
12,1195,Benzine,5,4,4,Personenauto
13,8783,Diesel,40,4,2,Bus
9,8945,Diesel,41,4,4,Bus
17,225,Benzine,2,2,0,Motorfiets
4,201,Benzine,2,2,0,Motorfiets
9,8945,Diesel,39,4,4,Bus
11,1178,Benzine,5,4,4,Personenauto
13,11077,Diesel,29,4,2,Bus
5,1063,Benzine,5,4,4,Personenauto
9,199,Benzine,2,2,0,Motorfiets
25,422,Geen,0,2,0,Aanhangwagen
10,18950,Diesel,58,6,2,Bus
15,242,Benzine,2,2,0,Motorfiets
22,980,Geen,0,2,0,Aanhangwagen
11,212,Benzine,2,2,0,Motorfiets
27,906,Geen,0,2,0,Aanhangwagen
12,172,Benzine,2,2,0,Motorfiets
17,1250,Geen,0,2,0,Aanhangwagen
12,690,Geen,0,2,0,Aanhangwagen
21,1052,Geen,0,6,0,Aanhangwagen
17,690,Geen,0,2,0,Aanhangwagen
16,1165,Benzine,5,4,4,Personenauto
9,1153,Benzine,5,4,4,Personenauto
13,1064,Diesel,5,4,2,Personenauto
5,196,Benzine,2,2,0,Motorfiets
16,430,Geen,0,2,0,Aanhangwagen
6,1274,Diesel,5,4,4,Personenauto
2,208,Benzine,2,2,0,Motorfiets
0,185,Benzine,1,2,0,Motorfiets
37,914,Geen,0,2,0,Aanhangwagen
7,187,Benzine,2,2,0,Motorfiets
9,249,Benzine,2,2,0,Motorfiets
11,1450,Geen,0,2,0,Aanhangwagen
37,684,Geen,0,2,0,Aanhangwagen
11,1050,Diesel,5,4,2,Personenauto
14,16080,Diesel,61,6,2,Bus
12,815,Benzine,4,4,4,Personenauto
7,1027,Benzine,5,4,4,Personenauto
11,183,Benzine,2,2,0,Motorfiets
4,13290,Diesel,55,6,2,Bus
3,12750,Elektriciteit,32,6,6,Bus
15,510,Geen,0,2,0,Aanhangwagen
2,815,Benzine,4,4,4,Personenauto
11,8820,Diesel,43,4,2,Bus
15,312,Geen,0,2,0,Aanhangwagen
11,12325,CNG,38,4,4,Bus
16,222,Benzine,2,2,0,Motorfiets
15,536,Geen,0,2,0,Aanhangwagen
9,1470,Elektriciteit,7,4,4,Personenauto
9,204,Benzine,2,2,0,Motorfiets
13,3240,Diesel,23,4,4,Bus
13,12692,Diesel,59,4,4,Bus
9,8945,Diesel,41,4,4,Bus
12,12185,CNG,37,4,4,Bus
3,1275,Benzine,5,4,2,Personenauto
5,13160,Elektriciteit,26,6,3,Bus
10,1570,Geen,0,2,0,Aanhangwagen
5,9200,Diesel,43,6,4,Bus
4,1405,Diesel,5,4,4,Personenauto
1,3810,Diesel,20,4,2,Bus
9,146,Benzine,2,2,0,Motorfiets
8,16306,Diesel,42,6,4,Bus
38,614,Geen,0,2,0,Aanhangwagen
13,203,Benzine,2,2,0,Motorfiets
15,935,Benzine,5,4,4,Personenauto
2,1390,Elektriciteit,5,4,5,Personenauto
17,401,Geen,0,2,0,Aanhangwagen
12,1175,Geen,0,2,0,Aanhangwagen
2,12455,Diesel,39,6,4,Bus
26,990,Geen,0,2,0,Aanhangwagen
11,1000,Geen,0,2,0,Aanhangwagen
3,1064,Benzine,5,4,4,Personenauto
3,13789,Diesel,59,6,2,Bus
2,1390,Elektriciteit,5,4,5,Personenauto
22,1040,Geen,0,2,0,Aanhangwagen
16,252,Benzine,2,2,0,Motorfiets
4,224,Benzine,2,2,0,Motorfiets
18,1395,Benzine,5,4,4,Personenauto
5,18270,Elektriciteit,45,6,2,Bus
14,1780,Benzine,7,4,4,Personenauto
17,138,Benzine,2,2,0,Motorfiets
7,13325,Diesel,55,4,3,Bus
29,540,Geen,0,2,0,Aanhangwagen
9,8945,Diesel,41,4,3,Bus
7,180,Benzine,2,2,0,Motorfiets
14,1070,Geen,0,2,0,Aanhangwagen
13,265,Benzine,2,2,0,Motorfiets
37,730,Geen,0,2,0,Aanhangwagen
13,193,Benzine,2,2,0,Motorfiets
25,930,Geen,0,2,0,Aanhangwagen
46,674,Geen,0,2,0,Aanhangwagen
3,4034,Elektriciteit,20,6,4,Bus
0,213,Benzine,2,2,0,Motorfiets
14,152,Benzine,2,2,0,Motorfiets
12,1295,Benzine,5,4,4,Personenauto
3,1639,Diesel,5,4,5,Personenauto
41,187,Benzine,2,2,0,Motorfiets
20,1102,Geen,0,2,0,Aanhangwagen
15,178,Benzine,2,2,0,Motorfiets
1,20255,Elektriciteit,52,10,3,Bus
10,1150,Geen,0,2,0,Aanhangwagen
7,14480,Diesel,51,4,2,Bus
10,15537,Diesel,61,6,2,Bus
3,2327,Elektriciteit,5,4,5,Personenauto
17,1130,Geen,0,2,0,Aanhangwagen
10,1274,Benzine,5,4,4,Personenauto
13,12500,Diesel,54,4,3,Bus
3,4260,Diesel,22,4,2,Bus
15,1114,Benzine,5,4,2,Personenauto
5,254,Benzine,2,2,0,Motorfiets
17,200,Benzine,2,2,0,Motorfiets
15,192,Benzine,2,2,0,Motorfiets
8,18270,Elektriciteit,48,6,2,Bus
5,1065,LPG,5,4,4,Personenauto
10,13743,Diesel,50,4,2,Bus
10,205,Benzine,2,2,0,Motorfiets
0,13375,Diesel,51,6,2,Bus
3,215,Benzine,2,2,0,Motorfiets
24,270,Benzine,2,2,0,Motorfiets
0,1436,Benzine,5,4,5,Personenauto
9,12638,CNG,33,4,3,Bus
20,355,Geen,0,2,0,Aanhangwagen
0,13665,Diesel,55,6,2,Bus
1,13100,Elektriciteit,43,6,4,Bus
10,194,Benzine,2,2,0,Motorfiets
15,900,Geen,0,2,0,Aanhangwagen
16,215,Benzine,2,2,0,Motorfiets
4,20695,Elektriciteit,46,10,4,Bus
10,1120,Geen,0,2,0,Aanhangwagen
10,1633,Diesel,5,4,4,Personenauto
7,216,Benzine,2,2,0,Motorfiets
0,1283,Elektriciteit,5,4,5,Personenauto
6,15799,Diesel,64,8,2,Bus
14,219,Benzine,2,2,0,Motorfiets
7,12356,Diesel,48,4,4,Bus
31,556,Geen,0,2,0,Aanhangwagen
7,1063,Benzine,5,4,4,Personenauto
2,1410,Benzine,5,4,5,Personenauto
33,748,Geen,0,2,0,Aanhangwagen
11,991,Geen,0,2,0,Aanhangwagen
22,320,Geen,0,2,0,Aanhangwagen
24,318,Geen,0,2,0,Aanhangwagen
16,1002,Benzine,5,4,4,Personenauto
12,405,Geen,0,2,0,Aanhangwagen
1,1700,Elektriciteit,5,4,5,Personenauto
11,1002,Geen,0,2,0,Aanhangwagen
19,1040,Geen,0,2,0,Aanhangwagen
12,17100,Diesel,46,6,2,Bus
2,12750,Elektriciteit,42,6,3,Bus
8,124,Benzine,2,2,0,Motorfiets
4,953,Benzine,5,4,4,Personenauto
23,600,Geen,0,2,0,Aanhangwagen
3,13310,Diesel,48,6,4,Bus
5,16584,Diesel,49,6,2,Bus
23,820,Geen,0,2,0,Aanhangwagen
2,190,Benzine,2,2,0,Motorfiets
10,241,Benzine,2,2,0,Motorfiets
4,188,Benzine,2,2,0,Motorfiets
10,219,Benzine,2,2,0,Motorfiets
26,264,Geen,0,2,0,Aanhangwagen
14,100,Benzine,2,2,0,Motorfiets
13,11995,CNG,42,4,4,Bus
11,900,Geen,0,2,0,Aanhangwagen
23,1120,Geen,0,2,0,Aanhangwagen
1,13650,Elektriciteit,44,6,4,Bus
16,15227,Diesel,61,6,4,Bus
33,664,Geen,0,2,0,Aanhangwagen
11,780,Benzine,4,4,4,Personenauto
10,242,Benzine,2,2,0,Motorfiets
1,191,Benzine,2,2,0,Motorfiets
3,13935,Elektriciteit,31,6,2,Bus
18,570,Geen,0,2,0,Aanhangwagen
14,1327,Benzine,4,4,2,Personenauto
1,12750,Elektriciteit,42,6,3,Bus
11,153,Benzine,2,2,0,Motorfiets
9,12942,CNG,36,4,3,Bus
18,430,Geen,0,2,0,Aanhangwagen
15,1002,Benzine,5,4,4,Personenauto
13,15220,Diesel,58,6,2,Bus
13,8728,Diesel,40,4,2,Bus
4,1157,Benzine,5,4,5,Personenauto
19,590,Geen,0,2,0,Aanhangwagen
5,1065,Benzine,5,4,3,Personenauto
6,195,Benzine,2,2,0,Motorfiets
38,405,Geen,0,2,0,Aanhangwagen
19,1110,Geen,0,2,0,Aanhangwagen
13,900,Benzine,5,4,4,Personenauto
13,940,Geen,0,2,0,Aanhangwagen
6,1285,Benzine,5,4,4,Personenauto
4,1725,Diesel,5,4,4,Personenauto
10,1180,Benzine,5,4,4,Personenauto
78,3730,Benzine,23,4,3,Bus
14,830,Geen,0,2,0,Aanhangwagen
14,1469,Benzine,5,4,4,Personenauto
20,620,Geen,0,2,0,Aanhangwagen
36,601,Geen,0,2,0,Aanhangwagen
10,10950,Diesel,34,4,3,Bus
19,214,Benzine,2,2,0,Motorfiets
2,1616,Elektriciteit,5,4,4,Personenauto
6,19420,Diesel,91,8,4,Bus
9,215,Benzine,2,2,0,Motorfiets
2,1098,Benzine,5,4,4,Personenauto
23,730,Geen,0,2,0,Aanhangwagen
5,198,Benzine,2,2,0,Motorfiets
11,970,Benzine,5,4,2,Personenauto
13,11430,Diesel,31,4,2,Bus
11,292,Geen,0,2,0,Aanhangwagen
4,18590,Elektriciteit,45,6,5,Bus
4,1065,Benzine,5,4,4,Personenauto
2,1180,Benzine,5,4,4,Personenauto
18,324,Benzine,2,2,0,Motorfiets
9,1004,Benzine,5,4,5,Personenauto
17,360,Geen,0,2,0,Aanhangwagen
16,290,Benzine,2,2,0,Motorfiets
30,690,Geen,0,2,0,Aanhangwagen
8,1070,Elektriciteit,5,4,4,Personenauto
7,219,Benzine,2,2,0,Motorfiets
13,1100,Geen,0,2,0,Aanhangwagen
13,870,Geen,0,2,0,Aanhangwagen
3,1480,Elektriciteit,5,4,4,Personenauto
18,252,Benzine,2,2,0,Motorfiets
15,730,Geen,0,2,0,Aanhangwagen
6,1360,Benzine,5,4,5,Personenauto
16,1820,Benzine,4,4,4,Personenauto
9,13176,CNG,33,4,3,Bus
12,17100,Diesel,46,6,4,Bus
3,214,Benzine,2,2,0,Motorfiets
6,19650,Diesel,91,8,3,Bus
2,13375,Diesel,50,6,2,Bus
8,15896,Diesel,64,6,2,Bus
2,226,Benzine,2,2,0,Motorfiets
30,676,Geen,0,2,0,Aanhangwagen
23,1135,Benzine,5,4,4,Personenauto
11,203,Benzine,2,2,0,Motorfiets
5,13464,Diesel,51,4,3,Bus
11,12325,CNG,38,4,2,Bus
0,1735,Elektriciteit,5,4,4,Personenauto
8,1196,Benzine,5,4,5,Personenauto
11,1256,Benzine,5,4,4,Personenauto
31,500,Geen,0,2,0,Aanhangwagen
14,810,Geen,0,2,0,Aanhangwagen
38,624,Geen,0,2,0,Aanhangwagen
43,446,Geen,0,2,0,Aanhangwagen
12,900,Geen,0,2,0,Aanhangwagen
2,160,Benzine,2,2,0,Motorfiets
20,1124,Benzine,5,4,2,Personenauto
13,16960,Diesel,49,6,2,Bus
10,260,Geen,0,2,0,Aanhangwagen
14,194,Benzine,2,2,0,Motorfiets
27,687,Geen,0,2,0,Aanhangwagen
13,18960,Diesel,91,6,2,Bus
10,1295,Benzine,5,4,4,Personenauto
6,234,Benzine,2,2,0,Motorfiets
12,12550,CNG,32,4,3,Bus
10,11275,Diesel,42,4,2,Bus
12,780,Benzine,4,4,4,Personenauto
8,13775,Diesel,44,4,4,Bus
12,900,Benzine,5,4,4,Personenauto
5,13160,Elektriciteit,30,6,3,Bus
21,990,Geen,0,2,0,Aanhangwagen
15,271,Benzine,2,2,0,Motorfiets
36,666,Geen,0,2,0,Aanhangwagen
35,738,Geen,0,2,0,Aanhangwagen
12,15700,Diesel,63,6,6,Bus
13,11995,CNG,42,4,2,Bus
22,900,Geen,0,2,0,Aanhangwagen
13,265,Benzine,2,2,0,Motorfiets
9,265,Benzine,2,2,0,Motorfiets
6,17540,Diesel,62,6,4,Bus
3,9500,Elektriciteit,24,6,2,Bus
19,1350,Geen,0,2,0,Aanhangwagen
13,213,Benzine,2,2,0,Motorfiets
4,13785,Elektriciteit,30,6,2,Bus
14,460,Geen,0,2,0,Aanhangwagen
32,624,Geen,0,2,0,Aanhangwagen
9,944,Geen,0,2,0,Aanhangwagen
17,949,Benzine,5,4,4,Personenauto
10,12970,Diesel,44,4,4,Bus
14,720,Geen,0,2,0,Aanhangwagen
18,13740,Diesel,54,4,4,Bus
5,1365,Diesel,5,4,4,Personenauto
44,835,Geen,0,2,0,Aanhangwagen
10,1015,Benzine,4,4,2,Personenauto
8,101,Benzine,1,2,0,Motorfiets
14,224,Benzine,2,2,0,Motorfiets
2,9200,Diesel,37,6,3,Bus
7,12950,Diesel,42,4,4,Bus
3,170,Benzine,2,2,0,Motorfiets
45,640,Geen,0,2,0,Aanhangwagen
2,1390,Benzine,5,4,5,Personenauto
63,7318,Diesel,57,4,2,Bus
18,360,Geen,0,2,0,Aanhangwagen
11,12700,Diesel,48,4,2,Bus
23,660,Geen,0,2,0,Aanhangwagen
29,283,Benzine,2,2,0,Motorfiets
4,209,Benzine,2,2,0,Motorfiets
2,15196,Diesel,58,6,2,Bus
12,690,Geen,0,2,0,Aanhangwagen
11,196,Benzine,2,2,0,Motorfiets
13,1579,Benzine,5,4,4,Personenauto
12,152,Benzine,2,2,0,Motorfiets
9,1524,Diesel,5,4,4,Personenauto
3,206,Benzine,2,2,0,Motorfiets
11,15948,Diesel,54,6,2,Bus
12,204,Benzine,2,2,0,Motorfiets
15,332,Benzine,2,2,0,Motorfiets
2,1105,Benzine,4,4,2,Personenauto
